company_name,company_url,description,experience,location,position,skills,vacancy_link,vacancy_location
"The Dignify Solutions, LLC",https://www.linkedin.com/company/dignify-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Minimum 6 years of experience is a must. Strong Python Programming skill. Experience with Python Flask would be highly desired. Experience with Git and should be able to commit the code. Expert knowledge of SQL. Work experience of IDE (any) PyCharm, visual source code. Self-motivated with strong development skills and the ability to learn new technologies . Ability to handle complex scenarios, multiple tasks, challenging priorities and set schedule to meet deliverables with positive attitude and flexibility . Ability to work independently, collaborate as a member of a team, and build strong working relationships with partners and stakeholders . Ability to effectively communicate with internal and external technology teams",6,USA,Python Developer,"python programming,python flask,git,sql,pycharm,visual source code,self-motivated,strong development skills,ability to learn new technologies,ability to handle complex scenarios,ability to handle multiple tasks,ability to handle challenging priorities,ability to set schedule to meet deliverables,positive attitude,flexibility,ability to work independently,ability to collaborate,build strong working relationships,ability to communicate effectively",https://www.linkedin.com/jobs/view/python-developer-at-the-dignify-solutions-llc-4317674694?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=azZmvKhmtK6UHNxzWRQTEQ%3D%3D&position=12&pageNum=0,"New York, NY"
Sweetcode Lab,https://www.linkedin.com/company/sweetcodelab?trk=public_jobs_jserp-result_job-search-card-subtitle,"We are a product and outsourcing company based in the United States, developing novel IT solutions for customers in North America and around the globe. Sweetcode Lab successfully in business for over 5 years with 50+ people in the team, constantly growing and always looking to bring new talents on board, they are the core of our success. Sweetcode Lab Inc. is always open to creative and talented people who are truly passionate about their work and new technologies. Our company is continuously growing and achieving new heights. Today our office is in Kyiv, Ukraine. The HQ of the company is located in Northern California in addition to a location in New York. We are currently looking for experienced and ambitious people to join our team. Our company needs people like you to build top notch software using modern languages, technologies, and frameworks. If your goal is to work with a strong and experienced team, have the freedom to travel, and have a perfect work/life balance, then contact us today! Responsibilities Write effective, maintainable code Develop back-end components to improve responsiveness and overall performance Test and debug programs Implement security and data protection solutions Assess and prioritize feature requests Requirements 3+ years of experience as a Python Engineer; Good knowledge of Python Expertise in at least one popular Python framework (like Django, Flask or Pyramid); Familiarity with front-end technologies (like React, JS and HTML) Knowledge of object-relational mapping (ORM) Design patterns Docker, Cloud (AWS/GCloud), DevOps Working with message brokers like RabbitMQ Experience with NoSQL databases such as MongoDB Good problem-solving skills Attention to detail We Offer Competitive salary package, fixed in USD Periodic compensation reviews Medical insurance Huge Opportunity for career growth Opportunity to grow an international company Experience working in a professional team Flexible working hours Experience working remotely We look forward to hearing from you and hopefully having you join our team. Please send your CV today to jobs@wordpress-934141-4530935.cloudwaysapps.com",3,USA,Python Developer,"python,django,flask,pyramid,react,javascript,html,object-relational mapping,orm,design patterns,docker,aws,gcloud,devops,rabbitmq,nosql,mongodb,problem-solving",https://www.linkedin.com/jobs/view/python-developer-at-sweetcode-lab-4309451119?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=oTuUgtlAM8SeZ2DvtIo0AQ%3D%3D&position=13&pageNum=0,"Lincoln, CA"
Grinteq,https://www.linkedin.com/company/grinteq?trk=public_jobs_jserp-result_job-search-card-subtitle,"Services Software Development Software Development Stay ahead of the game with Grinteq's seamless software development services. Web development PWA development Mobile app development Web design Development team extension Technologies Technologies Unlock the full potential of your brand with cutting-edge ecommerce solutions. Salesforce services & solutions Salesforce Services & Solutions Salesforce development services Salesforce consulting Salesforce implementation Salesforce integrations Salesforce customization Salesforce support & maintenance Salesforce apps development Salesforce Commerce Cloud Salesforce Commerce Cloud SFCC development services SFCC consulting SFCC implementation SFCC customization LINK Cartridge development Migration to SFCC SFCC support & maintenance Adobe Commerce (Magento) Adobe Commerce (Magento) Magento development services Magento consulting Magento implementation Magento theme development Magento integrations Magento migration Magento support & maintenance Shopify Webflow Ecommerce 360° Ecommerce 360° Cover your ecommerce development needs from all angles with our 360 degrees approach. Digital payment solutions Ecommerce website architecture Ecommerce replatforming services Ecommerce website development Ecommerce website support Amazon Brand Stores design All services Portfolio About Company Careers Press Room Contacts Insights All insights Blog Monthly news Podcasts contact us Home Careers Python Developer Archive Senior Python Developer Position We are looking for Python/Django Full-Stack Engineer with a focus on the backend. The person will be a meaningful part of a small team (5 Engineers). You are going to work directly with the product and design teams to lead the development of user-facing products. As a full-stack engineer, you will get to work on transforming large data sets in the backend to easy-to-use products and analytics on the frontend. Responsibilities and duties Take ownership of backend to frontend stack and develop products you are proud to highlight. Work with existing large scale data sets to build backend services. Integrate services and data into front end frameworks and templates to deliver working products. Collaborate with data and other backend engineers on large scale data projects. Collaborate with product and design to understand and implement new features. Qualifications And Skills At least 3 years of experience with full-stack development in Python. Python proficiency and working knowledge of a Python framework is a must, familiarity with Django is a plus. Strong understanding of API architecture, frontend JS frameworks, and frontend template development. Detail-oriented and can translate product and design requirements into a working application. Familiarity with AWS, Linux, Celery, Redis, Elasticsearch is a plus. What we offer A decent salary level which allows you to think about our mutual success and not about tomorrow. Flexible working hours. You create your own schedule. Important part though: many of our clients are from US, so be ready for occasional evening calls. Possibility to work remotely. You prefer home office or traveling around? Easy, that's exactly how we operate. Get started Share some details with us, so we are well prepared for the first contact! I give my consent to process my personal data in accordance with the Privacy Policy. Thank you Your CV was successfully delivered into the hands of our HR team, and they've already started to carefully consider it. While you're here, visit our Linkedin page to get to know us better! Oops! Something went wrong while submitting the form. keep in touch Currently, this position is closed, but we will gladly accept your CV and inform you as soon as it’s open again. I give my consent to process my personal data in accordance with the Privacy Policy. Thank you Your CV was successfully delivered into the hands of our HR team, and they've already started to carefully consider it. While you're here, visit our Linkedin page to get to know us better! Oops! Something went wrong while submitting the form. Our Newsletter Thank you for subscribing! Something went wrong please try again or refresh the page You can unsubscribe at any time. Please read our Privacy Policy or contact us to see how we protect and manage your data. Reviewed on 19 reviews Services Web development PWA development Mobile app development Web design Development team extension Technologies Salesforce services & solutions Salesforce Commerce Cloud Adobe Commerce (Magento) Shopify Webflow Ecommerce 360° Digital payment solutions Ecommerce website architecture Ecommerce replatforming servicesEcommerce website developmentEcommerce website support Amazon Brand Stores design Company About Careers Press Room FAQ Contacts Insights All insights Blog Monthly news Podcasts Say hello info@grinteq.com info@grinteq.com +1 (347) 305-10-85 Our address US 1412 Broadway Fl 21v NY, NY 10018 Our address Portugal Rua Viriato 27 Lisboa, 1050-227 © 2025 Sens Soft Inc. (dba Grinteq) All rights reserved. Privacy PolicyCookie PolicySitemap",3,USA,Python Developer,"python,django,full-stack development,backend services,api architecture,frontend js frameworks,frontend template development,aws,linux,celery,redis,elasticsearch",https://www.linkedin.com/jobs/view/python-developer-at-grinteq-4306207227?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=xtN9GadYCA2MITVF9TwqxA%3D%3D&position=14&pageNum=0,"New York, NY"
RDSolutions,https://www.linkedin.com/company/rdsolutions-formerly-retail-data?trk=public_jobs_jserp-result_job-search-card-subtitle,"The retail industry continues to see unprecedented dynamics as it pivots to a true omni-channel shopping experience. Informed retailers are succeeding, and RDSolutions is providing them with the consultation and critical data services to define, monitor and react to their ever-changing customer preferences and competitor advances. Every day retailers are making million-dollar decisions based on the insights we are providing. RDSolutions’s track record spans nearly 40 years in providing retail data and intelligent solutions for virtually every major North American retailer. About the Role: RDSolutions is seeking a resourceful Python Developer to join the team, focusing on Data Analysis, Data Science, Data Engineering, and Data Visualization projects. The ideal candidate will have hands-on experience with Python and a passion for working with data. Experience with Databricks is preferred, but motivated college graduates with strong Python skills are welcome to apply. What You’ll Do: Analyze and process large datasets using Python (Pandas, PySpark). Develop, maintain, and optimize reports and dashboards using SSRS and PowerBI. Build and maintain data pipelines and ETL workflows. Apply AI/ML techniques to extract insights and build predictive models. Collaborate with stakeholders to understand data requirements and deliver actionable insights. Work with Databricks for scalable data engineering tasks. Visualize data and communicate findings effectively. What You’ll Need: Bachelor's degree in Computer Science, Engineering, Mathematics, or related field (we welcome applicants from diverse educational and professional backgrounds, including those who have recently completed academic programs). Proficiency in Python, especially with Pandas and PySpark. Experience with SSRS and PowerBI for reporting and visualization. Understanding of data engineering concepts and ETL processes. Exposure to AI/ML concepts and techniques. Knowledge of Databricks or willingness to learn. Strong analytical and problem-solving skills. Excellent planning, organizational, communication, and time management skills. Applicants must be legally authorized to work in the United States at the time of application. Visa sponsorship is not available for this position. Benefits: Opportunity to work on a hybrid schedule – Tue/Wed/Thu onsite in our corporate headquarters office. A competitive base salary plus annual bonus eligibility. Comprehensive benefits package including medical, dental, vision, 401k + match. An international and diverse work environment. Opportunity to begin making immediate contributions to the organization.",n/a,USA,Junior Python Developer,"python,pandas,pyspark,ssrs,powerbi,data analysis,data science,data engineering,data visualization,etl workflows,ai,ml,databricks,reporting,predictive models,data pipelines",https://www.linkedin.com/jobs/view/junior-python-developer-at-rdsolutions-4303114631?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=dJdf9CFP31vXbEl2UTFdYQ%3D%3D&position=15&pageNum=0,"Glen Allen, VA"
Infinite Computer Solutions,https://www.linkedin.com/company/infinite-computer-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,Job Description Python Developer Qualifications Masters in Computer Sciences Range Of Year Experience-Min Year 10 Range Of Year Experience-Max Year 20,10,USA,Python Developer,"python,computer sciences",https://www.linkedin.com/jobs/view/python-developer-at-infinite-computer-solutions-4312547385?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=F4fMX%2FZy1QxIRniInrw1aA%3D%3D&position=16&pageNum=0,"California, United States"
OVA.Work,https://www.linkedin.com/company/ova-work?trk=public_jobs_jserp-result_job-search-card-subtitle,"Developed robust, scalable backend services using Python and frameworks like Flask, Django, or FastAPI. Designed and implemented RESTful APIs to integrate front-end systems and third-party services. Worked with databases such as PostgreSQL, MySQL, and MongoDB, including writing optimized queries and managing schema migrations. Built data processing pipelines using Pandas, NumPy, and SQLAlchemy for analytical and ETL purposes. Wrote automated tests using PyTest, ensured code quality through linting (e.g., flake8, black) and CI/CD pipelines.",N/A,USA,Python Web Eng2,"python,flask,django,fastapi,restful apis,postgresql,mysql,mongodb,pandas,numpy,sqlalchemy,pytest,linting,ci/cd pipelines",https://www.linkedin.com/jobs/view/python-web-eng2-at-ova-work-4309351517?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=3tly2OqWF5DmsUrR7HATWQ%3D%3D&position=25&pageNum=0,"Alpharetta, GA"
BeaconFire Inc.,https://www.linkedin.com/company/beaconfireinc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Job Title: Junior Python Developer Location: Edison, New Jersey Job Type: Full-time About the Role We are seeking a motivated Entry-Level Python Developer to join our software engineering team. The ideal candidate will have a Master’s degree in Computer Science, Software Engineering, or a related field, with hands-on experience in both frontend and backend development. You will collaborate with senior developers to design, develop, and maintain scalable web applications and services using modern Python frameworks and tools. Key Responsibilities: Develop, test, and maintain backend services and APIs using Python and frameworks such as Django or Flask. Contribute to frontend development using modern JavaScript frameworks like React, Vue.js, or Angular. Design and manage database schemas, queries, and optimizations (e.g., PostgreSQL, MySQL, or MongoDB). Write clean, efficient, and maintainable code following best practices. Collaborate with cross-functional teams including UI/UX designers, QA engineers, and product managers. Participate in code reviews, debugging, and troubleshooting to ensure high-quality releases. Assist in integrating APIs, third-party services, and cloud-based platforms (AWS, Azure, or GCP). Document technical specifications and contribute to continuous improvement efforts. Required Qualifications : Master’s degree in Computer Science, Software Engineering, Information Technology, or a related field. Solid understanding of Python programming and object-oriented design principles. Knowledge of frontend technologies such as HTML, CSS, JavaScript, and at least one frontend framework (e.g., React). Experience or coursework in backend frameworks (Django, Flask, or FastAPI). Familiarity with databases (relational or NoSQL) and ORM tools. Understanding of RESTful APIs and web architecture. Good problem-solving skills and attention to detail. Strong communication and teamwork skills. Preferred Qualifications: Experience with version control systems (Git, GitHub, GitLab). Exposure to containerization (Docker) and cloud platforms (AWS, Azure, or GCP). Familiarity with CI/CD pipelines and automated testing frameworks (PyTest, Selenium). Knowledge of data visualization or machine learning libraries is a plus. Compensation: $65,000.00 to $80,000.00 /year Beaconfire is an e-verified company and provides equal employment opportunities (visa sponsorship provided).",n/a,USA,Python Developer,"python,django,flask,fastapi,javascript,react,vue.js,angular,html,css,postgresql,mysql,mongodb,api,aws,azure,gcp,git,github,gitlab,docker,ci/cd,pytest,selenium,data visualization,machine learning",https://www.linkedin.com/jobs/view/python-developer-at-beaconfire-inc-4318926850?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=2aAFrhRmSrvzSNnAfUGUag%3D%3D&position=24&pageNum=0,"New York, United States"
PayPal,https://www.linkedin.com/company/paypal?trk=public_jobs_jserp-result_job-search-card-subtitle,"The Company PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy. We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers. We offer our customers the flexibility to use their accounts to purchase and receive payments for goods and services, as well as the ability to transfer and withdraw funds. We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account balance, PayPal and Venmo branded credit products, a credit card, a debit card, certain cryptocurrencies, or other stored value products such as gift cards, and eligible credit card rewards. Our PayPal, Venmo, and Xoom products also make it safer and simpler for friends and family to transfer funds to each other. We offer merchants an end-to-end payments solution that provides authorization and settlement capabilities, as well as instant access to funds and payouts. We also help merchants connect with their customers, process exchanges and returns, and manage risk. We enable consumers to engage in cross-border shopping and merchants to extend their global reach while reducing the complexity and friction involved in enabling cross-border trade. Our beliefs are the foundation for how we conduct business every day. We live each day guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Together, our values ensure that we work together as one global team with our customers at the center of everything we do – and they push us to ensure we take care of ourselves, each other, and our communities. Job Description Summary: At PayPal, Backend Software Engineers help build and maintain the systems that power millions of secure transactions every day. As a Backend Software Engineer (Python), you’ll collaborate with experienced engineers to design, develop, and optimize backend components that ensure performance, reliability, and scalability across our global payment platform. You’ll write clean, efficient code, follow established development practices, and participate in code reviews to continuously learn and improve. This role offers the opportunity to grow your technical expertise while contributing to PayPal’s mission of enabling secure, seamless digital payments worldwide. Job Description: Essential Responsibilities: Implements tasks within the Software Development Lifecycle (SDLC), receiving structure and oversight from more experienced staff Follows well-established internal conventions and standard procedures Understands internal standards & processes an applies them to make technical decisions Collaborates with peers, manager, and project lead to gain understanding of tasks and review solutions May contribute to code & design reviews Expected Qualifications: Minimum of 2 years of relevant work experience and a Bachelor's degree or equivalent experience. Additional Responsibilities And Preferred Qualifications Additional Qualifications: Strong foundation in programming concepts and data structures. Experience with backend development using Python and frameworks such as Django or Flask. Understanding of web services and Service-Oriented Architecture (SOA) principles. Familiarity with databases (SQL and/or NoSQL). Exposure to version control systems (e.g., Git) and collaborative development workflows. Preferred Qualifications: Interest in large-scale, high-performance distributed systems. Awareness of the payment processing industry and related compliance or regulatory standards. Exposure to cloud platforms such as AWS, GCP, or Azure. Contributions to open-source projects or participation in developer communities. About The Team The Consumer Engineering team powers the experiences that millions of PayPal customers use every day to send, spend, and manage their money safely and effortlessly. We design and build reliable, high-performance systems that drive trust and simplicity across PayPal’s global ecosystem. Our team partners closely with product, design, and data science to deliver innovative, customer-first solutions that advance PayPal’s mission to make financial services more accessible, inclusive, and empowering for people everywhere. PayPal is committed to fair and equitable compensation practices. Actual Compensation is based on various factors including but not limited to work location, and relevant skills and experience. The total compensation for this practice may include an annual performance bonus (or other incentive compensation, as applicable), equity, and medical, dental, vision, and other benefits. For more information, visit https://www.paypalbenefits.com. The US national annual pay range for this role is $143,500 to $243,500 PayPal does not charge candidates any fees for courses, applications, resume reviews, interviews, background checks, or onboarding. Any such request is a red flag and likely part of a scam. To learn more about how to identify and avoid recruitment fraud please visit https://careers.pypl.com/contact-us. For the majority of employees, PayPal's balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations. Our Benefits: At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset-you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you. We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com Who We Are: To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspx Commitment to Diversity and Inclusion PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com. Belonging at PayPal: Our employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal. Any general requests for consideration of your skills, please Join our Talent Community. We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don’t hesitate to apply. REQ ID R0132429",2,USA,"Software Engineer, Backend Python","python,django,flask,web services,service-oriented architecture,soa,databases,sql,nosql,version control,git,distributed systems,payment processing,compliance,regulatory standards,cloud platforms,aws,gcp,azure,open-source contributions,developer communities",https://www.linkedin.com/jobs/view/software-engineer-backend-python-at-paypal-4331740952?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=q1vFNlfM1EUaOmNTpx0qQw%3D%3D&position=23&pageNum=0,"San Jose, CA"
"The Dignify Solutions, LLC",https://www.linkedin.com/company/dignify-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,,,USA,Python Developer,,https://www.linkedin.com/jobs/view/python-developer-at-the-dignify-solutions-llc-4317687491?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=L5HSx%2FjP14AcG6yNSmvg2g%3D%3D&position=5&pageNum=0,"New York, NY"
Accord Technologies Inc,https://www.linkedin.com/company/accord-technologies-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sr Python developer Work Location : Charlotte NC Face to Face interview needed in charlotte NC 12 months Position type; W2 contract. About The Role We are seeking a talented Python Developer to join our dynamic technology team in Charlotte, NC. The ideal candidate will be responsible for developing, maintaining, and optimizing scalable applications, leveraging both Python and Java to deliver innovative solutions across our financial, data analytics, or enterprise platforms. Key Responsibilities Design, develop, and maintain backend applications using Python Collaborate with cross-functional teams to gather requirements and translate them into technical solutions. Develop APIs and microservices for high-performance, scalable systems. Optimize existing systems for performance, reliability, and scalability. Participate in code reviews, testing, and deployment processes. Integrate third-party services and APIs to enhance platform capabilities. Troubleshoot and resolve system issues, providing timely support and enhancements. Write clean, efficient, and well-documented code adhering to best practices. Stay current with emerging technologies and industry trends to continuously improve development processes. Requirements Bachelor’s degree in Computer Science, Information Technology, or related field. 10+ years of professional experience in software development. Strong proficiency in Python with frameworks like Flask, FastAPI, or Django.. Familiarity with microservices architecture, containerization (Docker/Kubernetes). Experience with databases such as PostgreSQL, MySQL, or NoSQL solutions. Knowledge of version control systems (Git). Understanding of Agile/Scrum methodologies. Excellent problem-solving and communication skills. Preferably experience working in financial services or data-driven environments. Preferred Qualifications Experience with cloud platforms (AWS, GCP, Azure). Knowledge of CI/CD pipelines. Exposure to financial markets, trading systems, or enterprise integration.",10,USA,Python developer,"python,java,backend development,apis,microservices,performance optimization,code reviews,testing,deployment,third-party services integration,clean code,flask,fastapi,django,microservices architecture,containerization,docker,kubernetes,postgresql,mysql,nosql,git,agile,scrum,problem-solving,communication,financial services,data-driven environments,cloud platforms,aws,gcp,azure,ci/cd pipelines,financial markets,trading systems,enterprise integration",https://www.linkedin.com/jobs/view/python-developer-at-accord-technologies-inc-4294393566?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=3Hum1hOaxOCN6by4rvww9A%3D%3D&position=22&pageNum=0,"Charlotte, NC"
First Soft Solutions LLC,https://www.linkedin.com/company/first-soft-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"We are actively hiring for Python Developer New York, NY (Onsite) Full time We are seeking a skilled Python Developer with a strong foundation in Artificial Intelligence and Machine Learning. You will work closely with data scientists, ML engineers, and product teams to build robust and scalable AI-driven applications and APIs. Required Skills & Experience Strong proficiency in Python 3.x and core libraries (NumPy, Pandas, etc.) Experience with ML frameworks like TensorFlow, PyTorch, or Scikit-learn Good knowledge of REST APIs, Flask/FastAPI, and microservices Hands-on experience with data preprocessing, model training, and evaluation. Exposure to Docker, Kubernetes, or CI/CD tools Experience working with SQL/NoSQL databases Preferred Familiarity with LangChain, Hugging Face, or other LLM tooling Knowledge of data lake architectures or streaming platforms (Kafka, Spark). Experience deploying models using SageMaker, Vertex AI, or similar platforms. Previous experience with AI product development or chatbots/NLP Understanding of MLOps practices",N/A,USA,Python Developer,"python 3.x,numpy,pandas,tensorflow,pytorch,scikit-learn,rest apis,flask,fastapi,microservices,data preprocessing,model training,evaluation,docker,kubernetes,ci/cd tools,sql databases,nosql databases,langchain,hugging face,llm tooling,data lake architectures,streaming platforms,kafka,spark,sagemaker,vertex ai,ai product development,chatbots,nlp,mlops practices",https://www.linkedin.com/jobs/view/python-developer-at-first-soft-solutions-llc-4280932893?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=lD1p5d%2FvsYqp0h22eexBGw%3D%3D&position=21&pageNum=0,"New York, NY"
Alasus Technologies,https://ae.linkedin.com/company/alasus-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Responsibilities: Design, build, and maintain scalable backend applications using Python and the Django framework Implement RESTful APIs and integrate third-party services Deploy models and data applications on AWS or similar cloud platforms Work closely with business analysts and data scientists to automate financial workflows and support underwriting and credit modelling Optimize code for performance and scalability; participate in code reviews and collaborative design discussions Work with relational and NoSQL databases (PostgreSQL, Oracle, MongoDB, etc.) and optimize database queries Support full software development lifecycle: requirement gathering, architecture, development, testing, deployment, and documentation Employ version control (Git), CI/CD pipelines, Containerisation (Jenkins, Docker, Kubernetes) and deployment, and automated testing best practices Troubleshoot and maintain core data pipelines and APIs for loss mitigation, credit models, and financial services applications Qualifications: Bachelor’s or master’s degree in computer science, Engineering, or related quantitative field 6+ years’ experience in professional software development with Python and Django required (preferably in finance, data, or enterprise domains) Deep knowledge of Python libraries (NumPy, Pandas), REST API development, and backend system integration Cloud deployment experience (AWS preferred); Docker, Jenkins, and CI/CD tools highly desired SQL database expertise (PostgreSQL, MySQL) and understanding of data ETL concepts Experience with frontend technologies (Angular, React, JavaScript) is a plus Strong communication skills and ability to work in cross-functional Agile team Commitment to security, privacy, and regulatory standards Technical Skills Key Skills to Highlight Python programming: Advanced proficiency in software development and scripting Django framework: Building REST APIs, scalable web applications, and modular backend systems Cloud technologies: Experience with AWS or comparable cloud platforms for deployment and scaling Database management: Work with relational and NoSQL databases (PostgreSQL, Oracle, MongoDB, etc.) and optimize database queries Version control and CI/CD: Git(GitHub Actions, GitLab CI), Jenkins, Docker, Kubernetes for seamless development workflows. Familiarity with containerization (Docker, Kubernetes) Automated testing: Unit, integration, and system testing for reliable code Data analysis libraries: Experience with Pandas, NumPy, and related tools Preferred : Experience in financial services / mortgage industry or highly regulated environments Knowledge of asynchronous frameworks (Celery, RabbitMQ, Kafka) Familiarity with front-end frameworks (React, Angular, or Vue.js) Exposure to data engineering or machine learning integration with Python Understanding of security best practices (OAuth2, JWT, SSL, SAML) Powered by JazzHR vdY4asiJ5G",6,USA,Python Developer,"python,django,restful apis,aws,cloud platforms,business analysts,data scientists,financial workflows,underwriting,credit modelling,performance optimization,code reviews,relational databases,nosql databases,postgresql,oracle,mongodb,database queries,software development lifecycle,requirement gathering,architecture,development,testing,deployment,documentation,version control,git,cicd pipelines,containerisation,jenkins,docker,kubernetes,automated testing,data pipelines,apis,loss mitigation,credit models,financial services applications,numpy,pandas,backend system integration,sql databases,mysql,etl concepts,frontend technologies,angular,react,javascript,cross-functional agile team,security,privacy,regulatory standards,scripting,scalable web applications,modular backend systems,github actions,gitlab ci,unit testing,integration testing,system testing,financial services,mortgage industry,regulated environments,asynchronous frameworks,celery,rabbitmq,kafka,vue.js,data engineering,machine learning,oauth2,jwt,ssl,saml",https://www.linkedin.com/jobs/view/python-developer-at-alasus-technologies-4298943388?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=sZMukIK0nJR9Spxw%2FoX%2FTA%3D%3D&position=20&pageNum=0,"McLean, VA"
Winaxis LLC,https://www.linkedin.com/company/winaxis-llc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Title: Python Developer with GCP and BigQuery Experience Location: North Andover, MA (Relocation is fine) (Onsite) Job Description We are seeking a highly skilled professional with expertise in Google Cloud Platform (GCP), App Engine, Data Store, Python, and BigQuery. The candidate will take ownership of an existing application, gaining a deep understanding of its architecture, workflows, and data pipelines, and ensure smooth transition and continuity from the current resource. This role requires a mix of strong technical expertise and application ownership mindset—someone who can understand the application end-to-end, support ongoing operations, optimize performance, and drive enhancements. Key Responsibilities Take full ownership of an existing cloud-native application hosted on GCP App Engine and Data Store. Collaborate with the current resource to understand the system’s design, data model, integrations, and dependencies. Maintain and enhance application workflows written in Python, ensuring code quality, scalability, and performance. Design, develop, and optimize queries and analytics using BigQuery for reporting and data insights. Manage deployments, monitoring, and troubleshooting in Google Cloud Platform (GCP). Identify opportunities for improvements in architecture, cost optimization, and automation. Ensure application uptime, performance, and reliability, including support for production incidents. Act as the single point of accountability for the application, liaising with stakeholders, business users, and other technical teams. Required Skills & Experience Strong hands-on experience with Google Cloud Platform (GCP) services, particularly: App Engine (application deployment, scaling, monitoring) Cloud Datastore / Firestore (data modeling, indexing, query optimization) BigQuery (ETL, complex queries, performance tuning) Proficiency in Python for backend development, data processing, and scripting. Good understanding of application integration patterns, APIs, and data pipelines. Ability to analyze existing systems quickly, document them, and propose enhancements. Strong problem-solving and troubleshooting skills. Excellent communication and collaboration skills to work with business and technical stakeholders. Preferred Qualifications Experience with GCP IAM, Cloud Functions, Cloud Storage, or Pub/Sub. Familiarity with DevOps practices and CI/CD pipelines on GCP. Background in application ownership/transition, including knowledge transfer from existing teams.",N/A,USA,Python Developer,"google cloud platform,gcp,app engine,data store,firestore,bigquery,python,backend development,data processing,scripting,application integration,apis,data pipelines,problem-solving,troubleshooting,communication,collaboration,gcp iam,cloud functions,cloud storage,pub/sub,devops,ci/cd pipelines",https://www.linkedin.com/jobs/view/python-developer-at-winaxis-llc-4308438642?refId=SdbH6ls551kFZ3uay8IE7A%3D%3D&trackingId=Wk6EL9i8lnCuRAl5wjzXZg%3D%3D&position=19&pageNum=0,"North Andover, MA"
